OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200222,5/4/2023,C43124,Chair,4,693,931 Main St,Online,Shipped,TRK17293348,8,N/A,Instagram,2773
ORD200223,9/11/2024,C22783,Phone,4,693,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,2772
ORD200224,9/23/2023,C18567,Printer,4,91,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,366
ORD200225,3/13/2024,C99879,Phone,3,274,692 Main St,Debit Card,Returned,TRK50246700,8,SAVE10,Google,822
ORD200226,6/27/2025,C31501,Desk,3,588,242 Main St,Gift Card,Delivered,TRK93063929,8,N/A,Instagram,1764
ORD200227,11/2/2023,C93220,Monitor,2,365,353 Main St,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730
ORD200228,5/17/2023,C57867,Chair,4,386,579 Main St,Credit Card,Cancelled,TRK92055007,8,N/A,Instagram,1544
ORD200229,3/28/2025,C62622,Tablet,1,563,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,563
ORD200230,12/16/2023,C94595,Desk,4,62,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,248
ORD200231,11/5/2023,C30955,Phone,4,42,327 Main St,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,168
ORD200232,5/19/2023,C20731,Printer,4,444,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,1778
ORD200233,8/24/2024,C30168,Phone,3,311,146 Main St,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,934
ORD200234,11/26/2024,C79842,Printer,4,236,337 Main St,Debit Card,Pending,TRK26957950,7,SAVE10,Google,946
ORD200235,2/20/2023,C32854,Desk,1,65,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,65
ORD200236,1/1/2023,C14847,Monitor,1,319,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,319
ORD200237,3/14/2024,C88645,Monitor,3,584,783 Main St,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751
ORD200238,12/13/2024,C66149,Desk,4,384,770 Main St,Credit Card,Pending,TRK76307307,6,WINTER15,Google,1537
ORD200239,12/11/2024,C20256,Tablet,3,539,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616
ORD200240,7/12/2023,C14983,Tablet,1,17,255 Main St,Online,Pending,TRK93444157,2,FREESHIP,Instagram,17
ORD200241,5/16/2023,C20817,Chair,5,616,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,3078
ORD200242,5/9/2023,C94921,Printer,2,219,134 Main St,Online,Pending,TRK97794327,4,SAVE10,Referral,438
ORD200243,5/9/2025,C54725,Chair,2,145,506 Main St,Online,Cancelled,TRK30601940,7,FREESHIP,Google,289
ORD200244,2/16/2023,C98096,Desk,2,318,838 Main St,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,636
ORD200245,4/20/2025,C12667,Laptop,1,223,306 Main St,Online,Returned,TRK25390491,1,N/A,Facebook,223
ORD200246,8/30/2024,C55354,Desk,2,342,164 Main St,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,684
ORD200247,7/20/2023,C14600,Printer,2,221,785 Main St,Gift Card,Shipped,TRK84984764,4,N/A,Email,442
ORD200248,7/2/2023,C97187,Laptop,1,671,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,671
ORD200249,2/7/2024,C39106,Printer,1,546,245 Main St,Cash,Pending,TRK35464433,5,FREESHIP,Referral,546
ORD200250,4/5/2023,C93379,Desk,3,43,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,129
ORD200251,5/15/2025,C93175,Monitor,4,15,814 Main St,Cash,Cancelled,TRK32995144,9,N/A,Email,59
ORD200252,9/20/2024,C19648,Phone,4,668,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673
ORD200253,3/23/2024,C14891,Chair,4,414,743 Main St,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,1655
ORD200254,12/26/2023,C10866,Monitor,3,263,770 Main St,Online,Delivered,TRK34809583,5,N/A,Instagram,790
ORD200255,5/13/2024,C47283,Monitor,1,264,806 Main St,Gift Card,Returned,TRK56235117,2,SAVE10,Google,264
ORD200256,6/30/2025,C94323,Chair,5,76,463 Main St,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,379
ORD200257,4/23/2024,C89732,Phone,1,406,712 Main St,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,406
ORD200258,2/26/2024,C87764,Tablet,2,103,294 Main St,Online,Shipped,TRK94082469,2,FREESHIP,Referral,207
ORD200259,6/11/2023,C20977,Chair,4,435,636 Main St,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,1740
ORD200260,5/17/2023,C12245,Monitor,2,408,153 Main St,Debit Card,Shipped,TRK22000463,3,N/A,Google,816
ORD200261,5/28/2025,C68976,Phone,5,174,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868
ORD200262,1/10/2023,C69476,Phone,4,249,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,996
ORD200263,3/25/2023,C71040,Phone,4,435,250 Main St,Credit Card,Pending,TRK41397604,4,WINTER15,Google,1739
ORD200264,8/3/2024,C71035,Tablet,1,437,977 Main St,Cash,Returned,TRK19599578,5,FREESHIP,Google,437
ORD200265,12/22/2023,C20752,Printer,1,572,150 Main St,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,572
ORD200266,6/8/2024,C38840,Chair,4,583,589 Main St,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332
ORD200267,4/17/2025,C84480,Chair,5,469,803 Main St,Debit Card,Delivered,TRK62361867,9,N/A,Facebook,2343
ORD200268,8/11/2023,C37032,Phone,2,424,655 Main St,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,848
ORD200269,11/25/2023,C48942,Tablet,4,664,129 Main St,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,2655
ORD200270,6/4/2023,C13540,Printer,4,310,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,1240
ORD200271,3/28/2023,C59572,Monitor,1,542,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,542
ORD200272,9/19/2023,C29758,Chair,2,399,119 Main St,Online,Pending,TRK12990043,6,WINTER15,Instagram,799
ORD200273,10/27/2024,C11849,Tablet,2,238,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,477
ORD200274,2/4/2023,C50967,Phone,2,182,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,365
ORD200275,11/4/2023,C80735,Chair,2,65,360 Main St,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,130
ORD200276,3/29/2025,C99050,Printer,2,601,654 Main St,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,1201
ORD200277,9/9/2024,C11210,Chair,5,91,910 Main St,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,455
ORD200278,11/18/2024,C46015,Laptop,5,362,299 Main St,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812
ORD200279,10/20/2023,C69167,Chair,3,55,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,165
ORD200280,3/27/2023,C55388,Tablet,3,405,740 Main St,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,1214
ORD200281,7/27/2023,C87181,Desk,4,655,195 Main St,Cash,Pending,TRK60093390,9,N/A,Referral,2619
ORD200282,4/22/2025,C30411,Printer,4,638,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551
ORD200283,2/28/2025,C39638,Laptop,4,540,990 Main St,Cash,Shipped,TRK69745608,6,N/A,Google,2161
ORD200284,2/16/2023,C27203,Laptop,5,208,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1041
ORD200285,6/10/2025,C67583,Phone,1,338,974 Main St,Online,Delivered,TRK93281700,3,N/A,Google,338
ORD200286,4/7/2025,C70554,Monitor,3,139,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418
ORD200287,11/24/2023,C70437,Chair,4,655,630 Main St,Online,Shipped,TRK26628830,5,N/A,Facebook,2621
ORD200288,3/12/2023,C97643,Laptop,4,513,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051
ORD200289,7/26/2023,C17136,Chair,4,160,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,642
ORD200290,5/5/2023,C24901,Chair,3,100,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,300
ORD200291,5/12/2024,C61521,Phone,2,345,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690
ORD200292,1/15/2025,C39639,Monitor,1,66,185 Main St,Credit Card,Delivered,TRK31042152,5,N/A,Facebook,66
ORD200293,2/16/2023,C33220,Tablet,4,463,564 Main St,Gift Card,Returned,TRK40450219,9,N/A,Instagram,1852
ORD200294,4/1/2025,C65414,Phone,2,298,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595
ORD200295,1/25/2023,C49009,Printer,5,107,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537
ORD200296,6/19/2024,C48453,Desk,5,639,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194
ORD200297,2/22/2023,C68078,Desk,2,494,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,988
ORD200298,12/19/2023,C19402,Printer,4,301,267 Main St,Online,Cancelled,TRK97825212,6,N/A,Email,1205
ORD200299,1/20/2024,C30711,Monitor,1,279,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,279
ORD200300,9/2/2024,C39000,Phone,1,287,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287
ORD200301,5/11/2023,C31105,Chair,1,584,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,584
ORD200302,5/16/2023,C29432,Chair,3,469,121 Main St,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406
ORD200303,12/7/2024,C48531,Tablet,1,31,368 Main St,Debit Card,Returned,TRK95462192,1,N/A,Google,31
ORD200304,10/18/2024,C86762,Monitor,5,409,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2044
ORD200305,11/25/2023,C63822,Laptop,4,127,235 Main St,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,508
ORD200306,6/7/2024,C70495,Printer,2,57,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114
ORD200307,7/1/2023,C92407,Laptop,3,557,135 Main St,Online,Delivered,TRK11755610,4,N/A,Email,1672
ORD200308,12/11/2023,C75888,Printer,3,449,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1347
ORD200309,10/3/2023,C63153,Chair,4,550,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199
ORD200310,2/24/2024,C85863,Printer,3,132,968 Main St,Online,Shipped,TRK16094218,4,N/A,Referral,397
ORD200311,5/17/2025,C71698,Desk,5,489,274 Main St,Online,Returned,TRK34786818,8,N/A,Instagram,2447
ORD200312,5/24/2025,C35397,Printer,5,66,579 Main St,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,332
ORD200313,7/9/2023,C67687,Chair,2,434,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,869
ORD200314,10/4/2023,C29931,Desk,4,153,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612
ORD200315,5/12/2025,C59139,Tablet,5,92,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458
ORD200316,10/2/2023,C66078,Desk,4,275,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101
ORD200317,4/10/2023,C88370,Monitor,2,140,339 Main St,Online,Returned,TRK22575151,5,N/A,Instagram,280
ORD200318,7/27/2024,C93375,Chair,3,149,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446
ORD200319,12/2/2023,C53049,Laptop,2,563,413 Main St,Cash,Returned,TRK48974907,6,N/A,Instagram,1126
ORD200320,12/19/2024,C55590,Printer,1,626,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,626
ORD200321,8/9/2023,C47086,Phone,4,152,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609
ORD200322,6/14/2024,C48646,Phone,5,232,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159
ORD200323,1/26/2025,C29416,Laptop,1,150,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150
ORD200324,6/13/2024,C13525,Tablet,3,71,847 Main St,Debit Card,Returned,TRK70193221,5,N/A,Referral,213
ORD200325,6/29/2023,C53545,Desk,3,361,665 Main St,Credit Card,Shipped,TRK61123177,8,N/A,Referral,1084
ORD200326,7/1/2024,C65986,Laptop,5,670,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,3352
ORD200327,7/25/2023,C17302,Phone,1,360,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,360
ORD200328,2/28/2023,C18404,Tablet,5,674,546 Main St,Online,Cancelled,TRK89401624,7,SAVE10,Google,3370
ORD200329,12/25/2024,C88371,Chair,4,283,306 Main St,Credit Card,Shipped,TRK63224811,6,N/A,Google,1133
ORD200330,6/2/2024,C38068,Desk,5,261,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,1303
ORD200331,4/15/2023,C78724,Printer,3,422,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266
ORD200332,7/3/2024,C26163,Desk,5,125,607 Main St,Debit Card,Pending,TRK67499316,9,SAVE10,Google,625
ORD200333,4/16/2024,C87124,Phone,1,199,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,199
ORD200334,3/26/2024,C90348,Chair,4,225,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899
ORD200335,3/3/2025,C58721,Tablet,3,206,978 Main St,Gift Card,Shipped,TRK34801199,4,N/A,Email,618
ORD200336,12/29/2023,C88174,Laptop,1,18,441 Main St,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,18
ORD200337,5/29/2023,C77763,Tablet,3,503,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508
ORD200338,11/8/2023,C53627,Phone,5,305,704 Main St,Debit Card,Shipped,TRK64112352,10,N/A,Referral,1527
ORD200339,4/10/2024,C84563,Printer,2,236,398 Main St,Online,Pending,TRK62422797,3,SAVE10,Instagram,473
ORD200340,4/23/2023,C76207,Laptop,5,521,826 Main St,Cash,Cancelled,TRK25569378,8,N/A,Email,2606
ORD200341,9/23/2024,C94671,Tablet,1,167,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167
ORD200342,6/24/2025,C69994,Monitor,5,466,619 Main St,Gift Card,Returned,TRK95935805,5,N/A,Referral,2332
ORD200343,2/26/2023,C64638,Printer,1,528,919 Main St,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,528
ORD200344,3/6/2025,C95623,Tablet,3,623,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870
ORD200345,12/7/2023,C24751,Tablet,5,501,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506
ORD200346,12/6/2024,C31764,Tablet,1,655,876 Main St,Cash,Pending,TRK44680433,6,N/A,Referral,655
ORD200347,2/3/2024,C83556,Printer,4,265,380 Main St,Credit Card,Pending,TRK21109187,5,SAVE10,Google,1059
ORD200348,3/13/2024,C24369,Laptop,3,360,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079
ORD200349,11/30/2023,C39648,Chair,1,465,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465
ORD200350,6/3/2023,C13296,Chair,2,54,495 Main St,Online,Shipped,TRK60127216,6,N/A,Instagram,109
ORD200351,2/15/2025,C94248,Laptop,1,65,494 Main St,Debit Card,Delivered,TRK89406816,4,N/A,Instagram,65
ORD200352,8/31/2023,C26637,Chair,5,174,995 Main St,Debit Card,Pending,TRK59546992,8,WINTER15,Instagram,870
ORD200353,3/28/2025,C16012,Tablet,1,631,171 Main St,Online,Delivered,TRK15195225,5,FREESHIP,Google,631
ORD200354,7/11/2023,C31772,Phone,1,693,992 Main St,Debit Card,Shipped,TRK11970357,4,N/A,Instagram,693
ORD200355,6/3/2025,C18353,Tablet,3,433,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,1300
ORD200356,5/6/2023,C26966,Printer,5,375,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1873
ORD200357,7/8/2023,C74982,Laptop,5,409,398 Main St,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,2043
ORD200358,4/7/2024,C70633,Tablet,2,184,747 Main St,Online,Cancelled,TRK82540521,3,SAVE10,Google,367
ORD200359,6/9/2023,C95643,Desk,4,607,303 Main St,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,2426
ORD200360,6/6/2024,C53810,Phone,4,590,779 Main St,Cash,Pending,TRK34630612,8,N/A,Instagram,2358
ORD200361,6/29/2024,C53464,Printer,5,660,197 Main St,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,3299
ORD200362,6/27/2023,C53697,Monitor,4,207,312 Main St,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827
ORD200363,5/24/2024,C31668,Laptop,5,114,871 Main St,Credit Card,Pending,TRK42584392,6,SAVE10,Email,569
ORD200364,11/24/2023,C85282,Phone,5,629,740 Main St,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3144
ORD200365,2/14/2025,C56796,Phone,1,678,607 Main St,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,678
ORD200366,2/10/2023,C95213,Printer,3,602,603 Main St,Debit Card,Pending,TRK40630538,8,N/A,Referral,1807
ORD200367,4/25/2024,C13108,Laptop,5,659,712 Main St,Gift Card,Pending,TRK82284400,10,FREESHIP,Instagram,3294
ORD200368,5/1/2023,C85322,Monitor,3,271,403 Main St,Credit Card,Cancelled,TRK89728869,6,N/A,Google,813
ORD200369,12/22/2024,C43545,Monitor,5,375,216 Main St,Gift Card,Pending,TRK73937402,9,SAVE10,Email,1876
ORD200370,5/3/2025,C80649,Phone,1,312,870 Main St,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,312
ORD200371,1/5/2023,C59752,Phone,5,308,179 Main St,Gift Card,Pending,TRK82229639,9,FREESHIP,Google,1539
ORD200372,2/14/2025,C53645,Chair,3,484,166 Main St,Cash,Returned,TRK12123939,4,N/A,Referral,1451
ORD200373,1/2/2023,C60178,Laptop,3,341,969 Main St,Cash,Pending,TRK84505143,4,FREESHIP,Instagram,1023
ORD200374,9/16/2024,C20286,Monitor,1,572,129 Main St,Gift Card,Pending,TRK67648338,1,WINTER15,Instagram,572
ORD200375,1/16/2025,C87547,Monitor,4,95,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,380
ORD200376,8/24/2023,C64549,Monitor,5,201,341 Main St,Debit Card,Pending,TRK20788231,6,FREESHIP,Facebook,1006
ORD200377,7/22/2024,C24884,Monitor,1,260,625 Main St,Online,Pending,TRK44538419,5,WINTER15,Instagram,260
ORD200378,2/1/2024,C62666,Chair,5,65,148 Main St,Credit Card,Pending,TRK91029390,8,WINTER15,Instagram,323
ORD200379,9/21/2024,C47284,Phone,3,298,500 Main St,Online,Shipped,TRK85756094,6,N/A,Google,893
ORD200380,4/20/2024,C35355,Printer,4,332,127 Main St,Cash,Pending,TRK52935059,5,SAVE10,Instagram,1328
ORD200381,6/7/2023,C29467,Chair,1,192,223 Main St,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,192
ORD200382,1/30/2025,C26718,Printer,4,263,272 Main St,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,1052
ORD200383,1/20/2023,C18944,Chair,4,394,837 Main St,Credit Card,Pending,TRK45275439,7,SAVE10,Email,1575
ORD200384,11/24/2024,C35628,Chair,3,554,147 Main St,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,1661
ORD200385,10/31/2023,C56851,Chair,5,192,752 Main St,Gift Card,Delivered,TRK65290904,6,FREESHIP,Facebook,958
ORD200386,4/28/2023,C12421,Tablet,1,93,373 Main St,Online,Returned,TRK32588504,4,N/A,Email,93
ORD200387,6/27/2024,C25316,Printer,2,40,904 Main St,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,79
ORD200388,12/28/2023,C22657,Printer,3,634,152 Main St,Cash,Pending,TRK49157047,7,WINTER15,Facebook,1902
ORD200389,12/17/2023,C29703,Desk,4,698,558 Main St,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,2790
ORD200390,7/14/2023,C55996,Printer,5,509,885 Main St,Cash,Delivered,TRK30547638,10,FREESHIP,Google,2543
ORD200391,1/16/2025,C60037,Laptop,2,527,516 Main St,Debit Card,Cancelled,TRK82009557,3,FREESHIP,Referral,1055
ORD200392,2/28/2024,C95100,Phone,1,627,197 Main St,Online,Delivered,TRK47366265,1,WINTER15,Email,627
ORD200393,7/14/2024,C39906,Printer,1,75,921 Main St,Credit Card,Returned,TRK24632134,3,N/A,Google,75
ORD200394,7/5/2023,C70148,Desk,5,530,359 Main St,Gift Card,Shipped,TRK34848650,10,N/A,Facebook,2648
ORD200395,4/25/2025,C30010,Phone,3,127,830 Main St,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,382
ORD200396,12/1/2023,C99217,Tablet,5,287,778 Main St,Online,Shipped,TRK82004594,10,SAVE10,Email,1436
ORD200397,9/28/2023,C30184,Monitor,1,427,987 Main St,Online,Cancelled,TRK86674704,1,WINTER15,Referral,427
ORD200398,9/4/2024,C50275,Phone,5,54,729 Main St,Gift Card,Shipped,TRK98925264,7,SAVE10,Instagram,270
ORD200399,1/7/2024,C64641,Tablet,5,424,319 Main St,Debit Card,Returned,TRK32012588,5,FREESHIP,Facebook,2120
ORD200400,9/28/2024,C56266,Desk,4,160,304 Main St,Debit Card,Returned,TRK60088901,9,WINTER15,Instagram,641
ORD200401,4/9/2025,C98635,Printer,1,539,197 Main St,Debit Card,Returned,TRK14225465,6,N/A,Referral,539
ORD200402,4/9/2023,C83026,Printer,5,337,858 Main St,Gift Card,Shipped,TRK79746259,5,N/A,Referral,1687
ORD200403,11/10/2024,C28893,Tablet,1,620,740 Main St,Online,Returned,TRK98333066,1,FREESHIP,Referral,620
ORD200404,3/9/2023,C45482,Monitor,2,99,440 Main St,Cash,Delivered,TRK54571699,6,N/A,Instagram,198
ORD200405,1/26/2025,C97774,Monitor,4,452,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,1808
ORD200406,12/10/2023,C11657,Tablet,4,66,572 Main St,Cash,Returned,TRK50284486,9,WINTER15,Google,264
ORD200407,8/13/2023,C85993,Tablet,4,547,250 Main St,Cash,Returned,TRK72547640,8,FREESHIP,Instagram,2189
ORD200408,1/1/2025,C11906,Printer,3,413,536 Main St,Online,Pending,TRK31140158,6,WINTER15,Google,1238
ORD200409,6/28/2023,C45187,Desk,5,84,767 Main St,Online,Delivered,TRK12320793,9,SAVE10,Google,421
ORD200410,1/18/2024,C37375,Tablet,2,518,184 Main St,Debit Card,Shipped,TRK52470162,5,N/A,Email,1036
ORD200411,6/19/2024,C66567,Desk,2,40,981 Main St,Online,Shipped,TRK21174822,5,N/A,Facebook,79
ORD200412,4/11/2025,C42451,Tablet,5,133,246 Main St,Credit Card,Returned,TRK31313343,10,N/A,Facebook,665
ORD200413,10/8/2023,C13923,Tablet,1,119,123 Main St,Online,Delivered,TRK87598790,6,SAVE10,Email,119
ORD200414,5/4/2025,C11829,Desk,2,140,797 Main St,Cash,Delivered,TRK84229257,4,WINTER15,Facebook,279
ORD200415,4/6/2025,C62169,Chair,1,184,655 Main St,Gift Card,Shipped,TRK64558985,5,FREESHIP,Facebook,184
ORD200416,7/18/2023,C20881,Laptop,2,644,652 Main St,Gift Card,Cancelled,TRK26263902,5,WINTER15,Referral,1288
ORD200417,10/24/2023,C44492,Laptop,5,55,954 Main St,Online,Cancelled,TRK51429869,5,N/A,Google,277
ORD200418,1/11/2023,C74169,Printer,1,311,862 Main St,Online,Cancelled,TRK66144809,3,N/A,Facebook,311
ORD200419,4/17/2024,C70999,Tablet,2,217,885 Main St,Debit Card,Pending,TRK75644156,6,FREESHIP,Instagram,433
ORD200420,11/29/2024,C11921,Phone,1,453,439 Main St,Debit Card,Shipped,TRK91362635,5,FREESHIP,Instagram,453
ORD200421,10/15/2023,C50683,Chair,2,288,769 Main St,Debit Card,Cancelled,TRK53032122,5,N/A,Email,576
ORD200422,6/5/2023,C76140,Phone,4,207,914 Main St,Gift Card,Returned,TRK25861469,6,WINTER15,Referral,826
ORD200423,7/20/2024,C94311,Printer,4,685,195 Main St,Gift Card,Cancelled,TRK97308771,6,WINTER15,Google,2741
ORD200424,4/12/2023,C49491,Chair,5,23,339 Main St,Cash,Pending,TRK64012257,10,N/A,Email,115
ORD200425,3/9/2023,C40648,Laptop,2,302,488 Main St,Gift Card,Returned,TRK25325993,5,WINTER15,Email,604
ORD200426,3/16/2025,C40967,Monitor,5,57,315 Main St,Cash,Cancelled,TRK24839296,10,N/A,Facebook,287
ORD200427,12/18/2024,C25406,Desk,1,161,379 Main St,Credit Card,Pending,TRK70952564,3,WINTER15,Instagram,161
ORD200428,11/26/2024,C77085,Chair,4,263,895 Main St,Online,Cancelled,TRK57227640,8,WINTER15,Email,1050
ORD200429,12/19/2024,C38126,Printer,4,515,522 Main St,Credit Card,Pending,TRK90838498,9,SAVE10,Facebook,2061
ORD200430,6/7/2023,C87448,Phone,1,450,433 Main St,Gift Card,Shipped,TRK44134016,6,FREESHIP,Google,450
ORD200431,10/6/2024,C62312,Printer,1,53,651 Main St,Debit Card,Cancelled,TRK59623037,6,WINTER15,Facebook,53
ORD200432,9/4/2023,C58443,Tablet,2,424,662 Main St,Credit Card,Returned,TRK77163738,6,N/A,Referral,849
ORD200433,8/26/2023,C36613,Monitor,3,632,785 Main St,Credit Card,Returned,TRK13282106,3,FREESHIP,Facebook,1895
ORD200434,10/22/2023,C73893,Printer,5,328,384 Main St,Credit Card,Returned,TRK85939879,6,N/A,Facebook,1638
ORD200435,5/27/2023,C48601,Printer,1,414,101 Main St,Debit Card,Returned,TRK97868309,3,FREESHIP,Instagram,414
ORD200436,2/11/2023,C14568,Laptop,4,221,651 Main St,Online,Pending,TRK73545796,5,N/A,Google,885
ORD200437,4/18/2024,C63378,Phone,1,512,955 Main St,Online,Delivered,TRK20863705,2,FREESHIP,Instagram,512
ORD200438,1/3/2025,C77800,Tablet,3,459,436 Main St,Gift Card,Pending,TRK27439574,3,SAVE10,Instagram,1378
ORD200439,9/8/2024,C91155,Tablet,1,146,321 Main St,Online,Shipped,TRK36260319,4,WINTER15,Facebook,146
ORD200440,11/5/2024,C60215,Desk,4,84,978 Main St,Debit Card,Pending,TRK31727767,4,SAVE10,Facebook,334
ORD200441,12/13/2023,C52915,Printer,2,329,475 Main St,Gift Card,Returned,TRK79466982,6,FREESHIP,Email,657
ORD200442,5/6/2024,C72588,Chair,5,315,661 Main St,Cash,Pending,TRK43410829,8,SAVE10,Instagram,1575
ORD200443,5/14/2024,C61668,Chair,2,70,813 Main St,Cash,Returned,TRK58970302,6,N/A,Facebook,139
